parent	child
04040 Ion channels	K04951
04040 Ion channels	K04952
04040 Ion channels	K04953
01009 Protein phosphatases and associated proteins	K15494
03000 Transcription factors	K18435
03310 Nuclear receptors	K07294
01009 Protein phosphatases and associated proteins	K06270
04147 Exosome	K12755
04812 Cytoskeleton proteins	K12044
04040 Ion channels	K05213
04040 Ion channels	K05214
04040 Ion channels	K05197
04040 Ion channels	K05198
04040 Ion channels	K05199
04040 Ion channels	K05200
04147 Exosome	K01539
04090 CD molecules	K01540
04147 Exosome	K01538
02000 Transporters	K13360
04030 G protein-coupled receptors	K04138
04030 G protein-coupled receptors	K04139
04030 G protein-coupled receptors	K04140
04040 Ion channels	K04969
03000 Transcription factors	K09183
04812 Cytoskeleton proteins	K17751
04714 Thermogenesis	K12335
05418 Fluid shear stress and atherosclerosis	K12336
01001 Protein kinases	K07376
01001 Protein kinases	K19477
04040 Ion channels	K04936
04040 Ion channels	K05274
04040 Ion channels	K04937
04040 Ion channels	K04938
04040 Ion channels	K04939
04040 Ion channels	K04941
09157 Sensory system	04740 Olfactory transduction
04740 Olfactory transduction	K18154
04270 Vascular smooth muscle contraction	K12337
04040 Ion channels	K05001
00536 Glycosaminoglycan binding proteins	K10159
04090 CD molecules	K06465
04662 B cell receptor signaling pathway	K12230
00536 Glycosaminoglycan binding proteins	K06236
00536 Glycosaminoglycan binding proteins	K19719
00536 Glycosaminoglycan binding proteins	K06237
00536 Glycosaminoglycan binding proteins	K06238
00535 Proteoglycans	K08131
09166 Cardiovascular disease	05416 Viral myocarditis
05416 Viral myocarditis	K05637
05145 Toxoplasmosis	K06240
05143 African trypanosomiasis	K06241
05145 Toxoplasmosis	K05636
05145 Toxoplasmosis	K06243
05145 Toxoplasmosis	K06244
05145 Toxoplasmosis	K06245
09164 Neurodegenerative disease	05020 Prion disease
05020 Prion disease	K05635
05145 Toxoplasmosis	K06246
05145 Toxoplasmosis	K06247
00535 Proteoglycans	K06248
09164 Neurodegenerative disease	05017 Spinocerebellar ataxia
05017 Spinocerebellar ataxia	K06249
00536 Glycosaminoglycan binding proteins	K04659
04990 Domain-containing proteins not elsewhere classified	K05717
00536 Glycosaminoglycan binding proteins	K06251
00536 Glycosaminoglycan binding proteins	K06252
04147 Exosome	K03900
05165 Human papillomavirus infection	K06253
04090 CD molecules	K06480
04090 CD molecules	K06481
04090 CD molecules	K06482
04090 CD molecules	K06483
04090 CD molecules	K06484
04090 CD molecules	K06485
04515 Cell adhesion molecules	K06583
04515 Cell adhesion molecules	K06584
04515 Cell adhesion molecules	K06585
04515 Cell adhesion molecules	K06586
04515 Cell adhesion molecules	K06587
04090 CD molecules	K06487
04090 CD molecules	K06525
04515 Cell adhesion molecules	K06588
04515 Cell adhesion molecules	K06589
04515 Cell adhesion molecules	K06590
04515 Cell adhesion molecules	K06591
05206 MicroRNAs in cancer	K08270
04131 Membrane trafficking	K08266
04131 Membrane trafficking	K07204
03012 Translation factors	K03258
01001 Protein kinases	K06071
01001 Protein kinases	K23691
01001 Protein kinases	K23692
00536 Glycosaminoglycan binding proteins	K09554
04931 Insulin resistance	K16333
01009 Protein phosphatases and associated proteins	K16340
04151 PI3K-Akt signaling pathway	K10167
04151 PI3K-Akt signaling pathway	K16836
04151 PI3K-Akt signaling pathway	K16837
01001 Protein kinases	K02089
01001 Protein kinases	K02091
03310 Nuclear receptors	K08524
03000 Transcription factors	K09420
04150 mTOR signaling pathway	K08272
01001 Protein kinases	K08271
01001 Protein kinases	K17532
01001 Protein kinases	K07359
04990 Domain-containing proteins not elsewhere classified	K07296
04932 Non-alcoholic fatty liver disease	K07297
03310 Nuclear receptors	K07292
03041 Spliceosome	K13088
03036 Chromosome and associated proteins	K06627
01001 Protein kinases	K08292
04147 Exosome	K03234
04131 Membrane trafficking	K07197
04152 AMPK signaling pathway	K25893
04131 Membrane trafficking	K18341
04031 GTP-binding proteins	K07877
04031 GTP-binding proteins	K07901
04031 GTP-binding proteins	K07903
04031 GTP-binding proteins	K07905
04031 GTP-binding proteins	K07881
04090 CD molecules	K06259
04131 Membrane trafficking	K16184
03310 Nuclear receptors	K08530
03029 Mitochondrial biogenesis	K21357
02000 Transporters	K13780
04090 CD molecules	K06519
02000 Transporters	K14995
04150 mTOR signaling pathway	K20397
04150 mTOR signaling pathway	K20398
04150 mTOR signaling pathway	K20399
04150 mTOR signaling pathway	K16344
05211 Renal cell carcinoma	K09594
04150 mTOR signaling pathway	K20400
04150 mTOR signaling pathway	K20401
09171 Infectious disease: bacterial	05131 Shigellosis
05131 Shigellosis	K16185
05131 Shigellosis	K16186
09149 Aging	04211 Longevity regulating pathway
04211 Longevity regulating pathway	K20394
04150 mTOR signaling pathway	K23080
04150 mTOR signaling pathway	K23081
04131 Membrane trafficking	K20407
04131 Membrane trafficking	K20408
04131 Membrane trafficking	K20409
04131 Membrane trafficking	K20404
04131 Membrane trafficking	K20405
04131 Membrane trafficking	K20406
04121 Ubiquitin system	K15705
04131 Membrane trafficking	K20402
03400 DNA repair and recombination proteins	K20403
04812 Cytoskeleton proteins	K10421
04131 Membrane trafficking	K20064
03029 Mitochondrial biogenesis	K08269
04131 Membrane trafficking	K20396
04131 Membrane trafficking	K20410
04131 Membrane trafficking	K08267
04131 Membrane trafficking	K20411
04075 Plant hormone signal transduction	K13946
04075 Plant hormone signal transduction	K14484
04121 Ubiquitin system	K14485
04075 Plant hormone signal transduction	K14486
04075 Plant hormone signal transduction	K14487
04075 Plant hormone signal transduction	K14488
04075 Plant hormone signal transduction	K14489
04075 Plant hormone signal transduction	K14490
04075 Plant hormone signal transduction	K14491
04075 Plant hormone signal transduction	K14492
04075 Plant hormone signal transduction	K14493
04121 Ubiquitin system	K14495
04075 Plant hormone signal transduction	K14494
03000 Transcription factors	K12126
03000 Transcription factors	K16189
03000 Transcription factors	K14432
03000 Transcription factors	K14517
01001 Protein kinases	K13415
04075 Plant hormone signal transduction	K14499
01001 Protein kinases	K14500
04075 Plant hormone signal transduction	K14501
01001 Protein kinases	K14502
04075 Plant hormone signal transduction	K14503
04075 Plant hormone signal transduction	K14504
04075 Plant hormone signal transduction	K14505
04075 Plant hormone signal transduction	K14506
04121 Ubiquitin system	K13463
04075 Plant hormone signal transduction	K13464
03000 Transcription factors	K14507
04121 Ubiquitin system	K14508
03000 Transcription factors	K14431
04030 G protein-coupled receptors	K04132
04030 G protein-coupled receptors	K04134
04030 G protein-coupled receptors	K04146
04030 G protein-coupled receptors	K04147
04030 G protein-coupled receptors	K04148
04030 G protein-coupled receptors	K04151
04030 G protein-coupled receptors	K04152
04030 G protein-coupled receptors	K05051
04030 G protein-coupled receptors	K04167
04080 Neuroactive ligand-receptor interaction	K05223
04080 Neuroactive ligand-receptor interaction	K05224
04030 G protein-coupled receptors	K04168
04030 G protein-coupled receptors	K04170
04147 Exosome	K03990
04030 G protein-coupled receptors	K04009
01002 Peptidases and inhibitors	K03994
04090 CD molecules	K04010
04080 Neuroactive ligand-receptor interaction	K25695
04030 G protein-coupled receptors	K04173
09154 Digestive system	04972 Pancreatic secretion
04972 Pancreatic secretion	K05226
04080 Neuroactive ligand-receptor interaction	K05244
04080 Neuroactive ligand-receptor interaction	K25482
04080 Neuroactive ligand-receptor interaction	K25694
04030 G protein-coupled receptors	K04230
04030 G protein-coupled receptors	K04231
04030 G protein-coupled receptors	K04232
09152 Endocrine system	04929 GnRH secretion
04929 GnRH secretion	K23140
04030 G protein-coupled receptors	K08374
04030 G protein-coupled receptors	K04199
04030 G protein-coupled receptors	K04201
04030 G protein-coupled receptors	K04202
04030 G protein-coupled receptors	K04203
04080 Neuroactive ligand-receptor interaction	K05265
04030 G protein-coupled receptors	K05266
04080 Neuroactive ligand-receptor interaction	K05249
04080 Neuroactive ligand-receptor interaction	K25690
04030 G protein-coupled receptors	K05052
04030 G protein-coupled receptors	K05053
04080 Neuroactive ligand-receptor interaction	K05247
04080 Neuroactive ligand-receptor interaction	K25692
04030 G protein-coupled receptors	K04240
04030 G protein-coupled receptors	K08375
04080 Neuroactive ligand-receptor interaction	K25691
04030 G protein-coupled receptors	K08376
04080 Neuroactive ligand-receptor interaction	K05233
04080 Neuroactive ligand-receptor interaction	K05234
04030 G protein-coupled receptors	K04205
04030 G protein-coupled receptors	K04206
04030 G protein-coupled receptors	K04207
04030 G protein-coupled receptors	K04208
04030 G protein-coupled receptors	K04210
04080 Neuroactive ligand-receptor interaction	K23141
04080 Neuroactive ligand-receptor interaction	K05267
04030 G protein-coupled receptors	K05268
04030 G protein-coupled receptors	K08377
04080 Neuroactive ligand-receptor interaction	K05235
04030 G protein-coupled receptors	K04212
02000 Transporters	K18832
02000 Transporters	K15840
04080 Neuroactive ligand-receptor interaction	K25696
04030 G protein-coupled receptors	K04214
04030 G protein-coupled receptors	K04215
04030 G protein-coupled receptors	K04216
04080 Neuroactive ligand-receptor interaction	K25693
04030 G protein-coupled receptors	K08378
04080 Neuroactive ligand-receptor interaction	K05246
04030 G protein-coupled receptors	K04238
04030 G protein-coupled receptors	K04239
04080 Neuroactive ligand-receptor interaction	K05238
04030 G protein-coupled receptors	K04219
04030 G protein-coupled receptors	K04220
04080 Neuroactive ligand-receptor interaction	K05239
04080 Neuroactive ligand-receptor interaction	K05241
04080 Neuroactive ligand-receptor interaction	K05240
04080 Neuroactive ligand-receptor interaction	K05248
04080 Neuroactive ligand-receptor interaction	K24267
04030 G protein-coupled receptors	K04241
00536 Glycosaminoglycan binding proteins	K01319
01002 Peptidases and inhibitors	K01352
04147 Exosome	K01315
04147 Exosome	K01312
04030 G protein-coupled receptors	K04234
04030 G protein-coupled receptors	K04235
04080 Neuroactive ligand-receptor interaction	K05269
04030 G protein-coupled receptors	K04314
04080 Neuroactive ligand-receptor interaction	K05229
04030 G protein-coupled receptors	K04320
04030 G protein-coupled receptors	K05054
04030 G protein-coupled receptors	K04332
04030 G protein-coupled receptors	K04261
04030 G protein-coupled receptors	K04263
04030 G protein-coupled receptors	K04269
04030 G protein-coupled receptors	K04271
04030 G protein-coupled receptors	K04272
04030 G protein-coupled receptors	K04274
04030 G protein-coupled receptors	K04299
04030 G protein-coupled receptors	K08386
04030 G protein-coupled receptors	K08387
04030 G protein-coupled receptors	K08388
04050 Cytokine receptors	K04276
04030 G protein-coupled receptors	K04278
09152 Endocrine system	04912 GnRH signaling pathway
04912 GnRH signaling pathway	K05252
04030 G protein-coupled receptors	K04280
04080 Neuroactive ligand-receptor interaction	K05253
04030 G protein-coupled receptors	K04285
04030 G protein-coupled receptors	K04286
04030 G protein-coupled receptors	K04287
04030 G protein-coupled receptors	K04296
04030 G protein-coupled receptors	K04303
09152 Endocrine system	04926 Relaxin signaling pathway
04926 Relaxin signaling pathway	K21998
04926 Relaxin signaling pathway	K22000
04926 Relaxin signaling pathway	K21999
04926 Relaxin signaling pathway	K22001
04030 G protein-coupled receptors	K04306
04030 G protein-coupled receptors	K04307
04030 G protein-coupled receptors	K08397
04030 G protein-coupled receptors	K08398
04270 Vascular smooth muscle contraction	K12332
04270 Vascular smooth muscle contraction	K12333
04270 Vascular smooth muscle contraction	K25343
04950 Maturity onset diabetes of the young	K08039
04030 G protein-coupled receptors	K04576
04030 G protein-coupled receptors	K04577
04080 Neuroactive ligand-receptor interaction	K23142
04080 Neuroactive ligand-receptor interaction	K05257
04030 G protein-coupled receptors	K04583
04030 G protein-coupled receptors	K04582
04935 Growth hormone synthesis, secretion and action	K05260
04030 G protein-coupled receptors	K04584
05323 Rheumatoid arthritis	K05261
04080 Neuroactive ligand-receptor interaction	K23143
04030 G protein-coupled receptors	K04585
04030 G protein-coupled receptors	K04586
04976 Bile secretion	K05263
04030 G protein-coupled receptors	K04588
04030 G protein-coupled receptors	K04589
04030 G protein-coupled receptors	K04617
04040 Ion channels	K05175
04040 Ion channels	K05181
04040 Ion channels	K05184
04040 Ion channels	K05185
04040 Ion channels	K05186
04040 Ion channels	K05189
04040 Ion channels	K05190
04040 Ion channels	K05192
04080 Neuroactive ligand-receptor interaction	K23681
04080 Neuroactive ligand-receptor interaction	K23682
04080 Neuroactive ligand-receptor interaction	K25367
04080 Neuroactive ligand-receptor interaction	K25368
04080 Neuroactive ligand-receptor interaction	K25369
04080 Neuroactive ligand-receptor interaction	K25370
04040 Ion channels	K04803
04040 Ion channels	K04804
04040 Ion channels	K04805
04040 Ion channels	K04806
04040 Ion channels	K04807
04040 Ion channels	K04808
04040 Ion channels	K04810
04040 Ion channels	K04811
04040 Ion channels	K04812
04040 Ion channels	K04813
04040 Ion channels	K04814
04040 Ion channels	K04815
04040 Ion channels	K04816
04040 Ion channels	K04817
04040 Ion channels	K04818
04040 Ion channels	K05201
04040 Ion channels	K05202
04040 Ion channels	K05203
04040 Ion channels	K05204
04040 Ion channels	K05205
04040 Ion channels	K05206
04040 Ion channels	K05207
04040 Ion channels	K05193
04040 Ion channels	K05194
04040 Ion channels	K05195
04040 Ion channels	K05196
04040 Ion channels	K05222
02000 Transporters	K05770
03310 Nuclear receptors	K05771
03310 Nuclear receptors	K05547
03310 Nuclear receptors	K08362
04052 Cytokines and growth factors	K05514
04052 Cytokines and growth factors	K13072
00536 Glycosaminoglycan binding proteins	K05408
04052 Cytokines and growth factors	K21083
04052 Cytokines and growth factors	K21095
04052 Cytokines and growth factors	K16596
04052 Cytokines and growth factors	K22671
04052 Cytokines and growth factors	K21092
04052 Cytokines and growth factors	K21093
04052 Cytokines and growth factors	K05511
04052 Cytokines and growth factors	K05510
04052 Cytokines and growth factors	K05509
04052 Cytokines and growth factors	K16597
04052 Cytokines and growth factors	K21097
04052 Cytokines and growth factors	K21096
04052 Cytokines and growth factors	K16598
04052 Cytokines and growth factors	K05513
04052 Cytokines and growth factors	K21094
04052 Cytokines and growth factors	K10029
00536 Glycosaminoglycan binding proteins	K05407
04052 Cytokines and growth factors	K05416
04052 Cytokines and growth factors	K12672
04052 Cytokines and growth factors	K10032
04052 Cytokines and growth factors	K10035
04052 Cytokines and growth factors	K10033
04052 Cytokines and growth factors	K10034
04052 Cytokines and growth factors	K22627
04052 Cytokines and growth factors	K05507
04052 Cytokines and growth factors	K22675
04052 Cytokines and growth factors	K22629
04052 Cytokines and growth factors	K24476
04052 Cytokines and growth factors	K22631
04052 Cytokines and growth factors	K05421
04052 Cytokines and growth factors	K05446
04052 Cytokines and growth factors	K05481
04052 Cytokines and growth factors	K05483
04052 Cytokines and growth factors	K05484
04052 Cytokines and growth factors	K05486
04052 Cytokines and growth factors	K05487
04052 Cytokines and growth factors	K05488
04052 Cytokines and growth factors	K05485
04052 Cytokines and growth factors	K05482
04052 Cytokines and growth factors	K12967
04052 Cytokines and growth factors	K05489
04052 Cytokines and growth factors	K05494
04052 Cytokines and growth factors	K05490
04052 Cytokines and growth factors	K05491
04052 Cytokines and growth factors	K05493
04052 Cytokines and growth factors	K22628
04052 Cytokines and growth factors	K22632
04052 Cytokines and growth factors	K22633
04052 Cytokines and growth factors	K05478
04052 Cytokines and growth factors	K05474
04090 CD molecules	K05470
04090 CD molecules	K05471
04052 Cytokines and growth factors	K05472
04090 CD molecules	K05469
04052 Cytokines and growth factors	K05479
04090 CD molecules	K05475
04052 Cytokines and growth factors	K05504
04052 Cytokines and growth factors	K05503
04052 Cytokines and growth factors	K22670
04052 Cytokines and growth factors	K05500
04052 Cytokines and growth factors	K05496
04052 Cytokines and growth factors	K22674
04052 Cytokines and growth factors	K22679
04052 Cytokines and growth factors	K05497
04052 Cytokines and growth factors	K05495
04052 Cytokines and growth factors	K22672
04052 Cytokines and growth factors	K22673
04052 Cytokines and growth factors	K05498
04090 CD molecules	K04183
04090 CD molecules	K04184
04050 Cytokine receptors	K04186
04090 CD molecules	K04182
04090 CD molecules	K04179
04090 CD molecules	K04178
04090 CD molecules	K04177
04090 CD molecules	K04176
04050 Cytokine receptors	K04185
04090 CD molecules	K04181
04090 CD molecules	K04188
04090 CD molecules	K04190
04050 Cytokine receptors	K04304
04090 CD molecules	K04191
04050 Cytokine receptors	K04193
04050 Cytokine receptors	K04192
04050 Cytokine receptors	K22630
04090 CD molecules	K04387
04050 Cytokine receptors	K05172
04090 CD molecules	K05174
04050 Cytokine receptors	K05171
04090 CD molecules	K05164
04050 Cytokine receptors	K05166
04050 Cytokine receptors	K05165
04050 Cytokine receptors	K05168
04090 CD molecules	K05152
04050 Cytokine receptors	K05143
04050 Cytokine receptors	K05160
04090 CD molecules	K04722
04090 CD molecules	K22701
04090 CD molecules	K22702
04090 CD molecules	K05157
04050 Cytokine receptors	K05148
04090 CD molecules	K05149
04090 CD molecules	K05144
04090 CD molecules	K05145
04090 CD molecules	K05146
04090 CD molecules	K05142
04090 CD molecules	K05154
04090 CD molecules	K05153
04090 CD molecules	K05150
04050 Cytokine receptors	K05155
04050 Cytokine receptors	K05156
01001 Protein kinases	K13594
03200 Viral proteins	K23381
03200 Viral proteins	K22784
03200 Viral proteins	K23382
03200 Viral proteins	K21538
03200 Viral proteins	K23391
03200 Viral proteins	K22973
03200 Viral proteins	K21657
03200 Viral proteins	K22624
03200 Viral proteins	K23392
03200 Viral proteins	K21040
03200 Viral proteins	K21658
03200 Viral proteins	K21659
03200 Viral proteins	K21046
03200 Viral proteins	K21533
03200 Viral proteins	K21670
03200 Viral proteins	K23426
03200 Viral proteins	K21807
03200 Viral proteins	K23428
03210 Viral fusion proteins	K19264
03200 Viral proteins	K21049
03200 Viral proteins	K22781
03200 Viral proteins	K23431
03200 Viral proteins	K23433
03200 Viral proteins	K23432
03200 Viral proteins	K23434
03200 Viral proteins	K21667
03200 Viral proteins	K23427
09133 Signaling molecules and interaction	04512 ECM-receptor interaction
04512 ECM-receptor interaction	K06824
04512 ECM-receptor interaction	K23379
04512 ECM-receptor interaction	K23380
04512 ECM-receptor interaction	K23573
04512 ECM-receptor interaction	K23328
00535 Proteoglycans	K06254
00535 Proteoglycans	K06255
00536 Glycosaminoglycan binding proteins	K06256
00535 Proteoglycans	K06257
00535 Proteoglycans	K16338
02000 Transporters	K06258
04090 CD molecules	K06260
04090 CD molecules	K06261
04090 CD molecules	K06262
04090 CD molecules	K06263
04611 Platelet activation	K06264
05416 Viral myocarditis	K06265
04090 CD molecules	K06266
00536 Glycosaminoglycan binding proteins	K06267
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06492
04090 CD molecules	K06449
09133 Signaling molecules and interaction	04514 Cell adhesion molecules
04514 Cell adhesion molecules	K23268
04515 Cell adhesion molecules	K06791
04090 CD molecules	K05412
04090 CD molecules	K06745
04090 CD molecules	K06470
04090 CD molecules	K05413
04090 CD molecules	K06538
04090 CD molecules	K06710
04090 CD molecules	K06713
04147 Exosome	K06752
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06751
04090 CD molecules	K06458
04090 CD molecules	K06459
04090 CD molecules	K06708
04090 CD molecules	K06746
04514 Cell adhesion molecules	K06747
04090 CD molecules	K06744
04090 CD molecules	K06547
04090 CD molecules	K06456
04090 CD molecules	K06539
04090 CD molecules	K06567
04090 CD molecules	K06531
04514 Cell adhesion molecules	K16350
04091 Lectins	K06523
04091 Lectins	K06486
04091 Lectins	K06467
04090 CD molecules	K06478
04091 Lectins	K06548
04090 CD molecules	K06477
04090 CD molecules	K06592
04147 Exosome	K06087
01009 Protein phosphatases and associated proteins	K06088
04090 CD molecules	K06089
04090 CD molecules	K06735
05120 Epithelial cell signaling in Helicobacter pylori infection	K06785
04670 Leukocyte transendothelial migration	K06787
04090 CD molecules	K06533
04091 Lectins	K06471
04090 CD molecules	K06520
04090 CD molecules	K06544
04091 Lectins	K06496
09151 Immune system	04672 Intestinal immune network for IgA production
04672 Intestinal immune network for IgA production	K06779
04091 Lectins	K06495
04514 Cell adhesion molecules	K06815
04090 CD molecules	K06474
04514 Cell adhesion molecules	K06816
04090 CD molecules	K06081
04090 CD molecules	K06736
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06491
04091 Lectins	K06550
04515 Cell adhesion molecules	K06781
04515 Cell adhesion molecules	K06775
04360 Axon guidance	K07522
04360 Axon guidance	K07523
04360 Axon guidance	K16359
04360 Axon guidance	K16351
01009 Protein phosphatases and associated proteins	K05695
04514 Cell adhesion molecules	K16360
00535 Proteoglycans	K16336
00535 Proteoglycans	K16337
04131 Membrane trafficking	K07377
04131 Membrane trafficking	K07378
01009 Protein phosphatases and associated proteins	K06778
04514 Cell adhesion molecules	K25832
04514 Cell adhesion molecules	K25833
04514 Cell adhesion molecules	K25835
04514 Cell adhesion molecules	K25836
04514 Cell adhesion molecules	K25837
01009 Protein phosphatases and associated proteins	K06777
04514 Cell adhesion molecules	K25834
04515 Cell adhesion molecules	K06780
04514 Cell adhesion molecules	K06756
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06759
01009 Protein phosphatases and associated proteins	K05693
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06760
04514 Cell adhesion molecules	K06757
04990 Domain-containing proteins not elsewhere classified	K07379
04990 Domain-containing proteins not elsewhere classified	K07380
04515 Cell adhesion molecules	K06770
04091 Lectins	K06771
04091 Lectins	K06793
04515 Cell adhesion molecules	K06796
04515 Cell adhesion molecules	K06797
04515 Cell adhesion molecules	K06809
04147 Exosome	K04644
04131 Membrane trafficking	K04645
04147 Exosome	K04646
04147 Exosome	K11824
04131 Membrane trafficking	K11825
04131 Membrane trafficking	K11826
04131 Membrane trafficking	K11827
04131 Membrane trafficking	K12469
04131 Membrane trafficking	K12470
04131 Membrane trafficking	K11247
03029 Mitochondrial biogenesis	K11248
04131 Membrane trafficking	K21269
04131 Membrane trafficking	K12562
04131 Membrane trafficking	K12471
04131 Membrane trafficking	K12472
04144 Endocytosis	K19366
03029 Mitochondrial biogenesis	K11981
04131 Membrane trafficking	K12473
04131 Membrane trafficking	K12474
04131 Membrane trafficking	K12475
01001 Protein kinases	K00909
04812 Cytoskeleton proteins	K23612
04147 Exosome	K17260
04147 Exosome	K18584
04812 Cytoskeleton proteins	K05757
04812 Cytoskeleton proteins	K05758
04812 Cytoskeleton proteins	K05756
04812 Cytoskeleton proteins	K05755
04812 Cytoskeleton proteins	K05754
04131 Membrane trafficking	K19475
04131 Membrane trafficking	K09526
04131 Membrane trafficking	K18465
04131 Membrane trafficking	K18464
04131 Membrane trafficking	K18462
04131 Membrane trafficking	K18461
04131 Membrane trafficking	K18463
04147 Exosome	K10364
04147 Exosome	K10365
04131 Membrane trafficking	K18467
04131 Membrane trafficking	K18466
04131 Membrane trafficking	K18468
04990 Domain-containing proteins not elsewhere classified	K17918
04121 Ubiquitin system	K11839
04121 Ubiquitin system	K11866
04031 GTP-binding proteins	K07897
04131 Membrane trafficking	K12186
04131 Membrane trafficking	K12187
04147 Exosome	K12184
04147 Exosome	K12185
04147 Exosome	K12188
04147 Exosome	K12190
04147 Exosome	K12189
04147 Exosome	K24782
04147 Exosome	K12193
04147 Exosome	K12191
04147 Exosome	K12192
04147 Exosome	K15053
04131 Membrane trafficking	K12199
04147 Exosome	K12197
04131 Membrane trafficking	K12198
04144 Endocytosis	K19476
04144 Endocytosis	K19367
04091 Lectins	K06564
04990 Domain-containing proteins not elsewhere classified	K17917
04990 Domain-containing proteins not elsewhere classified	K17920
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K13649
04131 Membrane trafficking	K06278
04131 Membrane trafficking	K12958
04131 Membrane trafficking	K12959
04131 Membrane trafficking	K12476
04147 Exosome	K12477
04131 Membrane trafficking	K12478
04131 Membrane trafficking	K12480
04131 Membrane trafficking	K12481
04031 GTP-binding proteins	K07879
04131 Membrane trafficking	K12482
04147 Exosome	K12483
04131 Membrane trafficking	K12479
04990 Domain-containing proteins not elsewhere classified	K17919
04031 GTP-binding proteins	K07891
04031 GTP-binding proteins	K07876
04031 GTP-binding proteins	K07904
04131 Membrane trafficking	K12484
04144 Endocytosis	K19368
04147 Exosome	K10396
04131 Membrane trafficking	K12485
04131 Membrane trafficking	K12486
04131 Membrane trafficking	K05737
04131 Membrane trafficking	K12487
04131 Membrane trafficking	K12488
04147 Exosome	K12489
04131 Membrane trafficking	K18439
04131 Membrane trafficking	K18440
04131 Membrane trafficking	K12491
04131 Membrane trafficking	K12492
04131 Membrane trafficking	K12493
04131 Membrane trafficking	K12494
04131 Membrane trafficking	K12495
04131 Membrane trafficking	K18442
04131 Membrane trafficking	K18443
04031 GTP-binding proteins	K07938
04031 GTP-binding proteins	K07939
04031 GTP-binding proteins	K07940
04147 Exosome	K13813
04147 Exosome	K13882
04031 GTP-binding proteins	K07898
04131 Membrane trafficking	K13883
04147 Exosome	K10413
04812 Cytoskeleton proteins	K10414
04812 Cytoskeleton proteins	K10415
04812 Cytoskeleton proteins	K10416
04147 Exosome	K07374
04147 Exosome	K07375
04090 CD molecules	K06528
04091 Lectins	K10089
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K01365
03110 Chaperones and folding catalysts	K01368
04090 CD molecules	K06513
04090 CD molecules	K06498
04090 CD molecules	K06472
04090 CD molecules	K12560
04090 CD molecules	K16824
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K06463
04131 Membrane trafficking	K01330
04091 Lectins	K10066
04091 Lectins	K10062
04091 Lectins	K03991
04091 Lectins	K10067
04091 Lectins	K10068
04090 CD molecules	K10169
04091 Lectins	K06560
04091 Lectins	K06563
04091 Lectins	K10074
04090 CD molecules	K06558
04131 Membrane trafficking	K13884
04091 Lectins	K08763
04147 Exosome	K13885
04131 Membrane trafficking	K08009
04131 Membrane trafficking	K08011
04131 Membrane trafficking	K08010
04131 Membrane trafficking	K08012
04131 Membrane trafficking	K24155
04131 Membrane trafficking	K24738
04131 Membrane trafficking	K25442
04147 Exosome	K13289
00536 Glycosaminoglycan binding proteins	K01363
04147 Exosome	K01275
01002 Peptidases and inhibitors	K01382
01002 Peptidases and inhibitors	K01373
01002 Peptidases and inhibitors	K01366
01002 Peptidases and inhibitors	K09599
03110 Chaperones and folding catalysts	K01371
01002 Peptidases and inhibitors	K09600
01002 Peptidases and inhibitors	K01374
01002 Peptidases and inhibitors	K01375
01002 Peptidases and inhibitors	K08569
01002 Peptidases and inhibitors	K08568
01002 Peptidases and inhibitors	K08565
01002 Peptidases and inhibitors	K01369
04147 Exosome	K01279
04142 Lysosome	K12381
04142 Lysosome	K01158
04147 Exosome	K12383
04090 CD molecules	K06562
04090 CD molecules	K06501
04090 CD molecules	K06497
04142 Lysosome	K12384
02000 Transporters	K12385
02000 Transporters	K13443
04147 Exosome	K12386
02000 Transporters	K12301
02000 Transporters	K12347
02000 Transporters	K21398
04142 Lysosome	K12387
04090 CD molecules	K06546
09156 Nervous system	04722 Neurotrophin signaling pathway
04722 Neurotrophin signaling pathway	K12388
04142 Lysosome	K12389
04142 Lysosome	K12390
02000 Transporters	K12307
04142 Lysosome	K13444
04142 Lysosome	K08239
04091 Lectins	K10087
04142 Lysosome	K01125
04131 Membrane trafficking	K12391
04131 Membrane trafficking	K12392
04131 Membrane trafficking	K12393
04131 Membrane trafficking	K12394
04131 Membrane trafficking	K12395
04131 Membrane trafficking	K12396
04131 Membrane trafficking	K12397
04131 Membrane trafficking	K12398
04131 Membrane trafficking	K12399
04131 Membrane trafficking	K12400
04131 Membrane trafficking	K12401
04131 Membrane trafficking	K12402
04131 Membrane trafficking	K12403
04131 Membrane trafficking	K12404
04142 Lysosome	K19363
04146 Peroxisome	K13335
04131 Membrane trafficking	K13336
04146 Peroxisome	K13337
04131 Membrane trafficking	K13338
04131 Membrane trafficking	K13339
04146 Peroxisome	K13340
04146 Peroxisome	K13341
04131 Membrane trafficking	K13342
04131 Membrane trafficking	K13343
04146 Peroxisome	K13344
04121 Ubiquitin system	K13345
04121 Ubiquitin system	K13346
04121 Ubiquitin system	K06664
04146 Peroxisome	K13347
04146 Peroxisome	K13348
