#parent	child
ko01002	K23439
ko01002	K23489
ko04090	K06704
ko04990	K23488
ko03100	K16980
ko04121	K12035
ko03036	K11593
ko03000	K23480
ko03000	K09030
ko04131	K08008
04380 Osteoclast differentiation	K14377
04380 Osteoclast differentiation	K14378
ko04090	K06551
ko03000	K09438
ko04990	K14380
ko04131	K08733
ko01001	K19763
04213 Longevity regulating pathway - multiple species	K19764
ko03029	K14966
04212 Longevity regulating pathway - worm	K19765
ko03000	K09414
04213 Longevity regulating pathway - multiple species	K19766
04213 Longevity regulating pathway - multiple species	K19767
04213 Longevity regulating pathway - multiple species	K19768
04213 Longevity regulating pathway - multiple species	K19769
ko03000	K08035
04212 Longevity regulating pathway - worm	K19770
04212 Longevity regulating pathway - worm	K19771
04212 Longevity regulating pathway - worm	K19772
04212 Longevity regulating pathway - worm	K22878
ko03310	K14035
04212 Longevity regulating pathway - worm	K19773
ko02000	K19762
04212 Longevity regulating pathway - worm	K19774
ko03041	K13113
ko02000	K17794
04213 Longevity regulating pathway - multiple species	K19805
ko03019	K18644
ko03000	K19798
ko03110	K03695
ko03310	K08533
ko03310	K03728
ko03310	K08531
ko03000	K09059
ko03000	K09056
ko03000	K03729
ko03000	K03730
ko03400	K21944
ko03400	K02633
ko03400	K21945
09159 Environmental adaptation	04710 Circadian rhythm
04710 Circadian rhythm	K02295
ko03000	K09026
ko04121	K10287
ko04121	K10269
ko04131	K16513
ko04031	K07843
09159 Environmental adaptation	04711 Circadian rhythm - fly
04711 Circadian rhythm - fly	K23643
ko03019	K23625
04711 Circadian rhythm - fly	K23644
04711 Circadian rhythm - fly	K12074
ko03000	K12114
ko03000	K09057
04712 Circadian rhythm - plant	K12121
04712 Circadian rhythm - plant	K12120
04712 Circadian rhythm - plant	K12125
04712 Circadian rhythm - plant	K12128
04712 Circadian rhythm - plant	K12129
04712 Circadian rhythm - plant	K12130
ko03000	K12133
ko03000	K12134
ko03000	K16221
04712 Circadian rhythm - plant	K12127
ko04121	K12115
04712 Circadian rhythm - plant	K12124
04712 Circadian rhythm - plant	K12131
ko03000	K16166
04712 Circadian rhythm - plant	K12118
04712 Circadian rhythm - plant	K12119
ko04121	K12116
04712 Circadian rhythm - plant	K16222
04712 Circadian rhythm - plant	K12135
04712 Circadian rhythm - plant	K16223
04712 Circadian rhythm - plant	K16240
ko03000	K16241
ko03000	K22411
ko03036	K11450
ko03036	K15601
ko03036	K11647
ko03036	K11649
ko03036	K11650
ko03036	K11651
ko04147	K11340
ko03036	K11652
ko03036	K11653
ko03036	K22198
ko02000	K22404
ko03029	K18159
ko03029	K18160
ko03029	K09008
ko03029	K18161
ko03029	K18162
ko03029	K18163
ko03029	K18164
ko03029	K24726
ko03029	K18181
ko03029	K18182
ko02000	K17797
ko03029	K18183
ko03029	K18184
ko03029	K18173
ko03029	K18175
ko03029	K18177
ko03029	K18178
ko03029	K18179
ko03029	K18180
ko02000	K15109
04626 Plant-pathogen interaction	K13445
04626 Plant-pathogen interaction	K13446
ko01001	K13412
ko04040	K05391
04626 Plant-pathogen interaction	K13448
ko01001	K13417
ko04147	K02358
ko01001	K13428
04626 Plant-pathogen interaction	K23866
05131 Shigellosis	K13450
04626 Plant-pathogen interaction	K13451
04626 Plant-pathogen interaction	K13452
ko01001	K13435
04626 Plant-pathogen interaction	K13453
ko03000	K13432
ko03000	K13433
ko03000	K13434
ko01001	K13436
04626 Plant-pathogen interaction	K13454
04626 Plant-pathogen interaction	K13455
04626 Plant-pathogen interaction	K13456
04626 Plant-pathogen interaction	K13457
04626 Plant-pathogen interaction	K13458
ko01002	K13439
04626 Plant-pathogen interaction	K13459
ko01002	K13440
ko01001	K13430
04626 Plant-pathogen interaction	K13460
04626 Plant-pathogen interaction	K18873
04626 Plant-pathogen interaction	K18874
04626 Plant-pathogen interaction	K16226
04626 Plant-pathogen interaction	K18875
04626 Plant-pathogen interaction	K18876
04626 Plant-pathogen interaction	K18877
04626 Plant-pathogen interaction	K18878
04626 Plant-pathogen interaction	K13478
04626 Plant-pathogen interaction	K16225
04626 Plant-pathogen interaction	K18879
ko03000	K23865
04626 Plant-pathogen interaction	K13474
04626 Plant-pathogen interaction	K13475
ko03000	K18834
ko03000	K18835
04626 Plant-pathogen interaction	K13476
04626 Plant-pathogen interaction	K13477
04626 Plant-pathogen interaction	K13465
04626 Plant-pathogen interaction	K13466
04626 Plant-pathogen interaction	K13467
04626 Plant-pathogen interaction	K13468
ko01002	K13441
04626 Plant-pathogen interaction	K13469
04626 Plant-pathogen interaction	K13470
04626 Plant-pathogen interaction	K13471
ko02044	K13408
04626 Plant-pathogen interaction	K13472
ko01001	K13437
04626 Plant-pathogen interaction	K13473
ko01001	K13429
ko04990	K19464
ko03000	K09348
ko04131	K08878
ko01001	K08806
ko04812	K15420
ko04090	K05119
05216 Thyroid cancer	K09288
05216 Thyroid cancer	K09292
ko03310	K08528
ko04147	K10056
ko04121	K10055
ko04990	K10053
ko03000	K09055
ko03032	K11126
ko03100	K22183
ko04131	K09095
ko03000	K15589
ko01002	K01351
ko03000	K10051
ko03021	K15184
ko04990	K15612
ko03000	K15610
ko03000	K15605
ko03000	K21950
ko03000	K17443
ko03036	K11449
ko03036	K09283
ko03036	K11447
ko03036	K11313
ko04090	K06532
ko01001	K08854
ko01001	K08821
ko03000	K21951
ko03000	K15614
ko03000	K15615
ko01009	K15616
ko03000	K15607
ko03000	K09340
ko03000	K22046
ko04990	K15617
ko03000	K15604
ko03000	K08024
ko03000	K09383
ko03041	K13105
ko01002	K09633
ko03000	K09435
ko03000	K09299
ko01002	K15619
ko03000	K09431
ko03000	K15592
ko03000	K15593
ko02000	K15379
ko03000	K09109
ko03036	K14970
ko03036	K13209
ko03000	K09436
ko03000	K09437
ko03000	K09234
05202 Transcriptional misregulation in cancer	K15621
ko04090	K06571
05202 Transcriptional misregulation in cancer	K15622
ko03310	K08559
ko03110	K14242
ko03000	K09381
ko03036	K15623
05202 Transcriptional misregulation in cancer	K15624
05202 Transcriptional misregulation in cancer	K15625
ko03000	K15626
05202 Transcriptional misregulation in cancer	K15627
ko03100	K17002
ko03100	K17003
ko03100	K17005
ko03100	K23559
ko03100	K17006
ko03100	K17008
ko03100	K17010
ko03100	K17011
ko03100	K16863
ko01002	K16866
ko03100	K17397
ko03100	K17396
ko03100	K16986
ko03100	K16987
ko03100	K16988
ko03100	K16978
ko03100	K16972
ko03000	K23582
ko03100	K16995
ko03100	K16996
ko03100	K16997
ko03100	K16970
ko03100	K16971
ko02000	K02163
ko03100	K16974
ko03100	K17017
ko03100	K17018
ko03100	K17116
ko03100	K16993
ko03100	K16994
05205 Proteoglycans in cancer	K16865
ko03100	K17023
ko03100	K17131
ko03100	K17371
ko03100	K17167
ko03100	K17366
ko03100	K17110
ko03100	K17111
ko03100	K17040
ko03100	K17009
ko03100	K16975
ko03100	K17150
ko03100	K17112
ko03100	K17113
ko01002	K08670
ko03100	K17183
ko03100	K17367
ko03100	K17041
ko03000	K23560
ko04812	K23551
ko03100	K16976
ko03100	K17379
ko03100	K17393
ko03000	K09295
05206 MicroRNAs in cancer	K17460
ko03100	K17042
ko03100	K17036
ko03100	K17378
ko03100	K17380
ko03100	K17381
ko03100	K17038
ko03100	K16982
ko03100	K17114
ko03100	K16864
ko03100	K17165
ko03100	K17394
ko03100	K17395
ko03100	K17020
ko02000	K13863
ko03100	K17024
ko03100	K17001
ko03100	K17132
ko03100	K17376
ko03100	K17119
ko03100	K17152
ko03100	K17137
ko03100	K16984
ko03100	K16985
ko03100	K17370
ko03100	K17144
ko03100	K17015
ko03100	K17016
05206 MicroRNAs in cancer	K17461
ko03100	K17126
ko03100	K17369
ko03100	K17130
ko03100	K17365
ko03100	K17372
ko03100	K17012
ko03100	K17025
ko03100	K17026
ko03100	K17027
ko03100	K17028
ko03100	K17000
ko03100	K17175
ko03100	K16989
ko03036	K11592
ko03100	K17148
ko03000	K17442
ko03100	K17033
ko03000	K23581
ko03100	K16973
ko03100	K17172
ko03100	K17375
ko03100	K17151
ko03100	K17035
ko03100	K17178
ko03041	K17391
ko03100	K16983
ko03100	K23572
ko03100	K16977
ko03100	K17118
ko03100	K17129
ko03100	K17029
ko03100	K17368
ko03100	K17039
ko03100	K17377
ko03100	K17373
ko03100	K17374
ko03036	K17390
ko04812	K17387
ko03100	K17389
ko04147	K07606
ko03000	K09069
ko03000	K09108
ko00535	K08122
05205 Proteoglycans in cancer	K16867
ko00537	K08107
ko00537	K08109
ko03110	K09543
05204 Chemical carcinogenesis - DNA adducts	K01014
ko00199	K17692
05207 Chemical carcinogenesis - receptor activation	K25039
05207 Chemical carcinogenesis - receptor activation	K25040
05207 Chemical carcinogenesis - receptor activation	K25041
ko03000	K09206
ko03029	K17767
ko01002	K22368
ko01002	K22369
ko03310	K08541
05208 Chemical carcinogenesis - reactive oxygen species	K07755
ko02000	K14700
ko02000	K14701
04933 AGE-RAGE signaling pathway in diabetic complications	K21423
ko01002	K08665
ko03000	K15413
ko03200	K19461
ko03200	K19456
ko03200	K19457
ko03200	K21855
ko03200	K21856
ko03200	K19458
ko03200	K19459
ko03200	K19460
05203 Viral carcinogenesis	K15979
ko03011	K16174
ko03200	K21812
ko03200	K21809
ko04121	K10691
ko03036	K11643
ko03029	K09504
09172 Infectious disease: viral	05166 Human T-cell leukemia virus 1 infection
05166 Human T-cell leukemia virus 1 infection	K15305
05166 Human T-cell leukemia virus 1 infection	K15306
ko03200	K21653
ko03200	K21654
ko03200	K21652
ko03200	K21858
ko03200	K21859
ko03200	K21650
ko03200	K21656
ko03200	K21662
ko03200	K21661
ko03200	K21664
ko03200	K21663
ko03200	K21660
ko03200	K21649
ko03200	K21665
ko03200	K21666
ko03200	K21669
ko03200	K21651
ko03200	K21860
ko03200	K21861
ko03029	K23755
ko02000	K08180
ko04090	K06515
ko04147	K15377
ko02000	K15282
ko02000	K08199
ko02000	K08200
ko02000	K08202
ko03000	K09034
ko03036	K22197
ko03036	K11765
ko03036	K11757
ko03036	K11723
ko03000	K22234
ko04131	K10955
ko04515	K06811
ko01002	K22244
ko04147	K19520
ko03036	K08874
ko03036	K11304
05166 Human T-cell leukemia virus 1 infection	K15304
05166 Human T-cell leukemia virus 1 infection	K15307
ko03019	K15308
ko03029	K15309
05166 Human T-cell leukemia virus 1 infection	K16334
ko03000	K09341
ko04121	K11789
05160 Hepatitis C	K14217
ko04147	K03250
09172 Infectious disease: viral	05164 Influenza A
05164 Influenza A	K15045
ko01002	K01340
ko01002	K09635
ko01002	K09641
05164 Influenza A	K15047
ko04090	K06536
05162 Measles	K22281
ko03200	K22280
ko04147	K14753
ko04031	K07899
ko04031	K07900
ko04147	K03247
ko03200	K19436
05168 Herpes simplex virus 1 infection	K15412
ko03200	K19439
ko03200	K19438
ko03200	K19437
ko03200	K19447
ko03012	K03239
ko03012	K03754
ko03012	K03241
ko03012	K03680
ko03012	K03240
ko03200	K19444
ko03021	K09364
ko03200	K19445
ko03200	K19441
ko03200	K19443
ko03200	K19440
ko03000	K09228
ko03200	K23212
ko03041	K15409
ko03200	K19448
ko03210	K22773
ko03200	K22774
ko03200	K22775
ko03200	K22776
ko03210	K22777
ko03210	K22778
ko03200	K22779
ko03200	K22780
ko03200	K22782
ko03200	K22783
ko03200	K22785
ko03200	K21050
ko03200	K22786
ko03200	K22787
ko03200	K21051
ko03200	K22788
ko03200	K22789
ko03200	K21655
ko04091	K10071
05167 Kaposi sarcoma-associated herpesvirus infection	K21668
ko03200	K19450
ko03200	K19451
ko03200	K19452
ko03200	K19453
ko03200	K22972
ko03200	K19455
ko03200	K23074
ko03200	K19463
ko03200	K22974
ko03200	K22975
ko03036	K19202
ko03200	K19462
ko03036	K11315
ko03200	K19260
ko03200	K21808
ko03200	K21810
ko03200	K21811
ko04121	K12236
ko04812	K10389
05165 Human papillomavirus infection	K14608
ko03000	K09087
ko03000	K09088
ko03000	K09089
ko02042	K10948
ko04131	K10949
ko02042	K10952
ko02042	K10953
ko02042	K10954
05110 Vibrio cholerae infection	K21712
05120 Epithelial cell signaling in Helicobacter pylori infection	K15842
ko02044	K12086
ko02044	K12087
ko02044	K12088
ko02044	K12089
ko02044	K12090
ko02044	K12091
ko02044	K12092
ko02044	K12093
ko02044	K12094
ko02044	K12095
ko02044	K12096
ko02044	K12097
ko02044	K12098
ko02044	K12099
ko02044	K12100
ko02044	K12101
ko02044	K12102
ko02044	K12103
ko02044	K12104
ko02044	K12105
ko02044	K12106
ko02044	K12107
ko02044	K12108
ko02044	K12109
ko02044	K12110
ko04147	K05728
ko00535	K08114
ko02000	K03191
ko01002	K08303
05120 Epithelial cell signaling in Helicobacter pylori infection	K15843
05120 Epithelial cell signaling in Helicobacter pylori infection	K15844
05120 Epithelial cell signaling in Helicobacter pylori infection	K15845
05120 Epithelial cell signaling in Helicobacter pylori infection	K15846
05120 Epithelial cell signaling in Helicobacter pylori infection	K15847
05120 Epithelial cell signaling in Helicobacter pylori infection	K15848
05130 Pathogenic Escherichia coli infection	K23648
05132 Salmonella infection	K23649
05100 Bacterial invasion of epithelial cells	K12785
05130 Pathogenic Escherichia coli infection	K12788
ko04147	K10356
ko04812	K10357
ko04147	K10358
05130 Pathogenic Escherichia coli infection	K23650
05130 Pathogenic Escherichia coli infection	K23651
05130 Pathogenic Escherichia coli infection	K23652
05130 Pathogenic Escherichia coli infection	K12787
05130 Pathogenic Escherichia coli infection	K12809
05130 Pathogenic Escherichia coli infection	K23653
05130 Pathogenic Escherichia coli infection	K12790
05130 Pathogenic Escherichia coli infection	K12784
ko04131	K20127
ko03036	K11294
05130 Pathogenic Escherichia coli infection	K12810
05131 Shigellosis	K23654
05130 Pathogenic Escherichia coli infection	K16042
ko01002	K23655
05130 Pathogenic Escherichia coli infection	K23656
05130 Pathogenic Escherichia coli infection	K23657
05130 Pathogenic Escherichia coli infection	K21889
ko03009	K06185
05130 Pathogenic Escherichia coli infection	K23658
05130 Pathogenic Escherichia coli infection	K23659
05130 Pathogenic Escherichia coli infection	K23660
05130 Pathogenic Escherichia coli infection	K12786
ko02044	K22487
05130 Pathogenic Escherichia coli infection	K23661
ko04054	K22265
05130 Pathogenic Escherichia coli infection	K16041
ko04131	K20352
ko02042	K11014
ko02042	K11023
ko02042	K19298
05132 Salmonella infection	K06817
05100 Bacterial invasion of epithelial cells	K13085
05132 Salmonella infection	K15347
ko04990	K23282
05132 Salmonella infection	K23936
ko04812	K10419
ko04812	K10420
ko04812	K10425
ko04147	K16575
ko04812	K16576
ko04131	K21954
ko04031	K07955
ko04990	K15348
ko04812	K10407
05132 Salmonella infection	K15352
05132 Salmonella infection	K15350
05132 Salmonella infection	K15351
05132 Salmonella infection	K23935
05132 Salmonella infection	K15349
ko04131	K20282
ko04131	K23937
05132 Salmonella infection	K15353
05132 Salmonella infection	K15354
05132 Salmonella infection	K15366
ko04131	K19984
ko04131	K06111
ko04812	K13286
ko04812	K13284
ko04990	K17274
ko04147	K17092
05132 Salmonella infection	K23934
05100 Bacterial invasion of epithelial cells	K13741
05100 Bacterial invasion of epithelial cells	K13740
ko04031	K07864
ko04131	K13744
ko04031	K07863
05100 Bacterial invasion of epithelial cells	K18985
ko04990	K23938
ko04990	K17923
05132 Salmonella infection	K19557
ko01002	K23941
05132 Salmonella infection	K15343
05132 Salmonella infection	K23942
ko04121	K10302
ko01002	K18015
ko04031	K07856
05132 Salmonella infection	K23943
05132 Salmonella infection	K23944
05132 Salmonella infection	K23945
05132 Salmonella infection	K23946
ko02000	K13285
ko02000	K13287
05131 Shigellosis	K13793
05131 Shigellosis	K13790
05100 Bacterial invasion of epithelial cells	K13743
05100 Bacterial invasion of epithelial cells	K13742
ko02044	K12679
ko01002	K04281
ko01002	K08583
ko02035	K07345
05131 Shigellosis	K23826
05131 Shigellosis	K23827
05131 Shigellosis	K23828
05131 Shigellosis	K23829
05131 Shigellosis	K13791
05131 Shigellosis	K13792
05131 Shigellosis	K23830
05131 Shigellosis	K23831
05131 Shigellosis	K23832
ko03036	K11586
ko04147	K16942
ko04147	K16938
ko04147	K16939
ko04147	K16944
ko03029	K17988
ko04131	K20121
ko01002	K13520
05131 Shigellosis	K23833
ko02042	K11011
ko02042	K11012
ko04121	K23345
05131 Shigellosis	K23834
05100 Bacterial invasion of epithelial cells	K13735
ko04131	K21072
05135 Yersinia infection	K23471
ko01001	K23472
ko01002	K08599
05135 Yersinia infection	K23473
05135 Yersinia infection	K23474
ko02000	K23475
ko02000	K23476
05135 Yersinia infection	K23477
05135 Yersinia infection	K23478
ko02044	K12681
ko02035	K07347
05133 Pertussis	K07326
ko02044	K12688
ko00536	K15125
05133 Pertussis	K07389
ko02044	K12683
ko03000	K10155
ko02042	K11024
ko02042	K11025
ko02042	K11026
ko02042	K11027
ko02042	K15126
05134 Legionellosis	K15473
ko02042	K11022
05134 Legionellosis	K15474
05134 Legionellosis	K15475
05134 Legionellosis	K15476
05134 Legionellosis	K15477
05134 Legionellosis	K15478
05134 Legionellosis	K15479
05134 Legionellosis	K15480
ko04031	K07875
05134 Legionellosis	K15481
05134 Legionellosis	K15482
05134 Legionellosis	K15483
05134 Legionellosis	K15484
ko01001	K15486
05134 Legionellosis	K15487
05134 Legionellosis	K15488
ko03041	K23561
05134 Legionellosis	K15490
05134 Legionellosis	K15491
ko03012	K03233
05134 Legionellosis	K03596
05134 Legionellosis	K15492
05150 Staphylococcus aureus infection	K14192
ko02000	K14193
05150 Staphylococcus aureus infection	K14194
05150 Staphylococcus aureus infection	K14195
05150 Staphylococcus aureus infection	K14196
05150 Staphylococcus aureus infection	K14197
01503 Cationic antimicrobial peptide (CAMP) resistance	K14198
05150 Staphylococcus aureus infection	K14199
05150 Staphylococcus aureus infection	K14200
05150 Staphylococcus aureus infection	K14201
ko02042	K23586
05150 Staphylococcus aureus infection	K14202
05150 Staphylococcus aureus infection	K14203
ko02042	K23587
05150 Staphylococcus aureus infection	K14204
ko01002	K01401
ko02042	K11038
ko02042	K11040
ko02042	K11043
ko02042	K11041
ko04515	K07596
05152 Tuberculosis	K14952
05152 Tuberculosis	K14953
05152 Tuberculosis	K14954
05152 Tuberculosis	K14955
05152 Tuberculosis	K14956
ko03000	K10049
ko01001	K14949
05100 Bacterial invasion of epithelial cells	K13730
05100 Bacterial invasion of epithelial cells	K13731
05100 Bacterial invasion of epithelial cells	K13732
05100 Bacterial invasion of epithelial cells	K13733
05100 Bacterial invasion of epithelial cells	K13925
05100 Bacterial invasion of epithelial cells	K13734
ko04131	K13736
ko04812	K13737
ko04147	K13738
05100 Bacterial invasion of epithelial cells	K13739
05100 Bacterial invasion of epithelial cells	K19241
ko01002	K08570
05146 Amoebiasis	K13968
05146 Amoebiasis	K13969
05146 Amoebiasis	K13970
05146 Amoebiasis	K13971
05146 Amoebiasis	K13972
05146 Amoebiasis	K13973
05146 Amoebiasis	K13974
05146 Amoebiasis	K13975
05146 Amoebiasis	K13976
05146 Amoebiasis	K13977
ko01002	K13963
05146 Amoebiasis	K13978
05146 Amoebiasis	K23601
05146 Amoebiasis	K23602
05144 Malaria	K13833
05144 Malaria	K13834
05144 Malaria	K13835
ko00536	K13836
05144 Malaria	K13837
ko00537	K13838
ko00537	K13839
05144 Malaria	K13840
05144 Malaria	K13841
05144 Malaria	K13842
05144 Malaria	K13843
05144 Malaria	K13844
05145 Toxoplasmosis	K13845
05144 Malaria	K13846
ko04090	K06574
05144 Malaria	K13847
ko04090	K20925
05144 Malaria	K13848
ko04090	K06576
05144 Malaria	K13849
ko04147	K13822
ko04131	K13823
05144 Malaria	K13850
05144 Malaria	K13851
05144 Malaria	K13852
ko04091	K06543
05145 Toxoplasmosis	K14139
05145 Toxoplasmosis	K14140
05145 Toxoplasmosis	K14141
ko04054	K14142
ko00537	K14143
05145 Toxoplasmosis	K14144
05145 Toxoplasmosis	K14145
05145 Toxoplasmosis	K14146
05145 Toxoplasmosis	K14147
05145 Toxoplasmosis	K14148
05145 Toxoplasmosis	K14149
05145 Toxoplasmosis	K14150
05145 Toxoplasmosis	K14151
05145 Toxoplasmosis	K23534
ko00537	K01404
ko01002	K13537
05142 Chagas disease	K13729
05142 Chagas disease	K23590
ko03110	K08571
ko01002	K01354
05142 Chagas disease	K23591
ko00537	K14473
05143 African trypanosomiasis	K14474
05143 African trypanosomiasis	K23584
05143 African trypanosomiasis	K14475
05143 African trypanosomiasis	K23585
05143 African trypanosomiasis	K14477
05143 African trypanosomiasis	K14478
ko00537	K14479
ko01002	K10786
ko03019	K10787
05310 Asthma	K10788
ko04121	K10651
09163 Immune disease	05322 Systemic lupus erythematosus
05322 Systemic lupus erythematosus	K11089
05322 Systemic lupus erythematosus	K11090
ko04090	K06554
ko04121	K04532
ko04131	K04529
ko01002	K04521
ko01002	K07747
ko03036	K20723
ko03036	K20720
ko04131	K11716
ko02000	K14709
ko02000	K14711
ko02000	K14712
ko02000	K14713
ko02000	K14715
ko02000	K14716
ko02000	K14717
ko02000	K14718
ko02000	K14719
ko02000	K04528
ko04030	K04243
ko04812	K04557
05022 Pathways of neurodegeneration - multiple diseases	K04558
ko04121	K05611
ko04147	K08844
ko03110	K09488
ko04147	K05687
ko02000	K11518
ko03036	K04575
ko03400	K19026
ko04147	K13158
ko03041	K13213
ko00536	K16631
ko03021	K10706
ko03029	K22759
ko02000	K20719
05022 Pathways of neurodegeneration - multiple diseases	K04569
ko04812	K07607
ko04812	K04572
ko04812	K04573
ko04812	K04574
ko04147	K17095
ko04812	K10408
ko04812	K10410
ko04812	K10409
ko04812	K11143
ko04812	K10411
ko04812	K10412
ko04131	K04559
ko03029	K04533
ko03037	K04638
05016 Huntington disease	K05625
ko03036	K11829
ko01001	K04418
ko03110	K08956
ko01002	K23010
ko03029	K17079
ko00536	K23920
ko04812	K23932
05017 Spinocerebellar ataxia	K17943
ko03000	K09064
ko04040	K04889
ko04040	K04893
ko04131	K20053
ko04131	K20054
ko03029	K17680
ko03100	K23933
05017 Spinocerebellar ataxia	K19323
05017 Spinocerebellar ataxia	K19324
ko03110	K09553
05030 Cocaine addiction	K15839
05031 Amphetamine addiction	K15867
ko02000	K15014
ko01001	K00908
05034 Alcoholism	K15985
ko04121	K10645
05416 Viral myocarditis	K12563
05416 Viral myocarditis	K12564
05416 Viral myocarditis	K12565
05416 Viral myocarditis	K12566
ko04812	K07610
ko04812	K10366
ko04147	K12567
05414 Dilated cardiomyopathy	K12568
05414 Dilated cardiomyopathy	K12569
ko04147	K21073
ko04515	K07601
05412 Arrhythmogenic right ventricular cardiomyopathy	K12642
ko04147	K10381
ko04515	K07597
ko01001	K00898
ko01009	K17605
ko02000	K22138
ko02000	K22139
ko04515	K06788
ko03012	K03260
ko03000	K07595
ko01009	K07817
ko01002	K01294
04940 Type I diabetes mellitus	K19863
ko03000	K08025
ko03310	K08027
ko03000	K08028
ko03000	K08029
ko03000	K08030
ko03000	K08032
ko03000	K08033
ko03000	K19521
ko03000	K08034
ko03000	K08036
ko03310	K08037
ko03000	K08038
ko03000	K08040
ko03100	K17125
ko03000	K09113
ko02000	K08772
ko01001	K19518
ko03310	K08535
ko03029	K17962
04931 Insulin resistance	K15719
ko03036	K14964
ko03036	K14961
ko03036	K14963
04934 Cushing syndrome	K22499
ko02000	K18133
ko02000	K08218
ko03000	K17850
ko01504	K02172
ko01504	K02171
ko01504	K18766
ko01504	K02547
ko01504	K02546
01501 beta-Lactam resistance	K18148
ko01504	K18129
ko03000	K18130
01501 beta-Lactam resistance	K18150
ko01504	K18131
ko03000	K18135
ko03000	K18136
ko03000	K18137
ko01504	K03585
ko01504	K18138
ko01504	K18143
ko01504	K18144
ko01504	K18145
ko01504	K18146
ko01504	K18147
ko01504	K18698
ko01504	K18699
ko01504	K18796
ko01504	K18767
ko01504	K18797
ko01504	K19097
ko01504	K19317
ko01504	K18768
ko01504	K18970
ko01504	K19316
ko01504	K22346
ko01504	K18795
ko01504	K19218
ko01504	K19217
01501 beta-Lactam resistance	K17837
ko01504	K18782
ko01504	K18781
ko01504	K18780
ko01504	K19099
ko01504	K19216
ko01504	K19095
ko01504	K19096
ko01504	K19100
ko01504	K19101
ko01504	K19214
ko01504	K19215
ko01504	K20319
ko01504	K20320
01501 beta-Lactam resistance	K17838
ko01504	K18790
ko01504	K18791
ko01504	K19098
ko01504	K18792
ko01504	K19213
ko01504	K21276
ko01504	K18793
ko01504	K18971
ko01504	K22352
ko01504	K19209
ko01504	K18976
ko01504	K18973
ko01504	K18794
ko01504	K18972
ko01504	K21277
ko01504	K19210
ko01504	K19211
ko01504	K19212
ko01504	K22335
ko01504	K19319
ko01504	K22331
ko01504	K22351
ko01504	K19320
ko01504	K19318
ko01504	K19321
ko01504	K19322
ko01504	K21266
ko01504	K22334
ko01504	K22333
ko01504	K22332
ko03100	K18514
ko02000	K12962
01503 Cationic antimicrobial peptide (CAMP) resistance	K12963
01503 Cationic antimicrobial peptide (CAMP) resistance	K19238
01503 Cationic antimicrobial peptide (CAMP) resistance	K19239
ko01002	K01406
ko01002	K08589
01503 Cationic antimicrobial peptide (CAMP) resistance	K06079
ko03036	K01448
ko01011	K19236
ko03110	K03673
ko01504	K13632
01503 Cationic antimicrobial peptide (CAMP) resistance	K19240
ko04052	K05464
ko01001	K05115
ko03036	K03164
ko03036	K05931
01522 Endocrine resistance	K18452
ko01001	K19584
ko03036	K11479
ko03036	K11480
ko03036	K08850
ko01001	K20839
ko01001	K22008
ko01001	K08790
ko01001	K08789
ko01001	K16309
ko01001	K08793
ko01001	K08788
ko01001	K16307
ko01001	K16308
ko01001	K17529
ko01001	K20715
ko01001	K08795
ko01001	K08812
ko03036	K08796
ko01001	K08797
ko04812	K08798
ko01001	K08799
ko01001	K16310
ko01001	K08800
ko01001	K08801
ko01001	K19009
ko01001	K08802
ko04131	K19852
ko01001	K08804
ko01001	K08805
ko01001	K17530
ko01001	K08807
ko01001	K08808
ko01001	K08809
ko04131	K08810
ko04147	K15048
ko04131	K17531
ko03037	K08811
ko03037	K06103
ko01001	K08814
ko01001	K08813
ko01001	K16312
ko01001	K23785
ko01001	K19830
ko01001	K08815
ko01001	K08816
ko01001	K08817
ko03041	K08818
ko01001	K02088
ko03021	K02208
ko01001	K02449
ko01001	K08819
ko01001	K15594
ko01001	K08820
ko01001	K15595
ko01001	K15596
ko01001	K07760
ko03021	K15562
ko03021	K00916
ko01001	K08293
ko03041	K08823
ko01001	K08824
ko04131	K08825
ko01001	K18670
ko03041	K08827
ko03037	K08828
ko03037	K08829
ko01001	K08830
ko03041	K08831
ko01001	K08832
ko01001	K08833
ko01001	K04413
ko01001	K16313
ko01001	K08835
ko04131	K08838
ko01001	K13986
ko01001	K17533
ko01001	K13418
ko01001	K08841
ko01001	K08842
ko01001	K08843
ko01001	K17534
ko01001	K17535
ko01001	K08848
ko01001	K16289
ko04121	K16279
ko03016	K08851
ko03016	K15904
ko03036	K16315
ko01001	K11715
ko04131	K08853
ko04131	K08855
ko01001	K08856
ko03037	K08857
ko03036	K20872
ko03036	K20873
ko03036	K20875
ko03037	K20877
ko03036	K20878
ko03400	K20879
ko03400	K20880
ko01001	K08858
ko01001	K17537
ko01001	K17538
ko01001	K08859
ko01001	K17539
ko03037	K17540
ko01001	K08875
ko03016	K08876
ko04131	K17541
ko01001	K17542
ko01001	K17543
ko01001	K17544
ko01001	K08864
ko01001	K08865
ko01001	K21358
ko01001	K17545
ko01009	K08867
ko01001	K08869
ko01001	K08868
ko03036	K08871
ko03036	K11721
ko03036	K11722
ko03036	K11724
ko03019	K08290
ko01001	K08880
ko04131	K08879
ko01001	K00905
ko01001	K08872
ko04121	K08881
ko04121	K08882
ko04121	K08883
ko01001	K08877
ko01001	K16316
ko01001	K16288
ko01001	K17546
ko01001	K22009
ko02044	K11889
ko01001	K22893
